I_arcSum	I_inj_total	V_InjD12
-0.39753917	-236.96619
-0.39753917	-237.41931
-0.39753917	-237.26306
-0.39753917	-237.099
-0.74484456	-236.94275
-0.39753917	-237.39587
-0.39753917	-237.23962
-0.39753917	-237.07556
-0.050233722	-236.91931
-0.050233722	-236.76306
-0.39753917	-236.599
-0.39753917	-236.44275
-0.39753917	-236.2865
-0.74484456	-236.13025
-0.39753917	-235.96619
-0.39753917	-235.80994
-0.39753917	-235.65369
-0.050233722	-235.48962
-0.050233722	-235.33337
-0.39753917	-235.17712
-0.39753917	-235.02087
-0.39753917	-234.85681
-0.74484456	-234.70056
-0.39753917	-234.54431
-0.050233722	-234.38806
-0.050233722	-234.224
-0.050233722	-234.06775
-0.39753917	-233.9115
-0.39753917	-233.74744
-0.74484456	-233.59119
-0.39753917	-234.04431
-0.74484456	-233.88806
-0.050233722	-233.724
-0.050233722	-233.56775
-0.050233722	-233.4115
-0.39753917	-233.25525
-0.39753917	-233.09119
-0.39753917	-232.93494
-0.74484456	-232.77869
-0.39753917	-232.61462
-0.050233722	-232.45837
-0.39753917	-232.30212
-0.050233722	-232.14587
-0.050233722	-231.98181
-0.74484456	-231.82556
-0.39753917	-232.27869
-0.74484456	-232.11462
-0.39753917	-231.95837
-0.39753917	-231.80212
-0.050233722	-232.25525
-0.050233722	-232.09119
-0.050233722	-231.93494
-0.39753917	-231.77869
-0.39753917	-231.62244
-0.39753917	-231.45837
-0.74484456	-231.30212
-0.74484456	-231.75525
-0.39753917	-231.59119
-0.050233722	-232.04431
0.29707184	-231.88806
-0.050233722	-232.34119
-0.39753917	-232.17712
-0.39753917	-232.02087
-0.39753917	-231.86462
-0.74484456	-231.70837
-0.39753917	-231.54431
-0.050233722	-231.38806
-0.050233722	-231.23181
-0.050233722	-231.06775
-0.39753917	-230.9115
-0.39753917	-230.75525
-0.39753917	-230.599
-0.74484456	-230.43494
-0.39753917	-230.27869
-0.050233722	-230.12244
-0.050233722	-229.95837
-0.39753917	-229.80212
-0.39753917	-229.64587
-0.050233722	-229.48962
-0.39753917	-229.32556
-0.39753917	-229.16931
-0.39753917	-229.01306
-0.050233722	-228.85681
-0.050233722	-228.69275
-0.39753917	-228.5365
-0.39753917	-228.38025
-0.39753917	-228.21619
-0.39753917	-228.05994
-0.39753917	-227.90369
-0.39753917	-228.35681
-0.050233722	-228.19275
-0.39753917	-228.0365
-0.050233722	-227.88025
-0.74484456	-227.724
-0.74484456	-227.55994
-0.39753917	-227.40369
-0.74484456	-227.24744
-0.39753917	-227.08337
-0.39753917	-227.5365
-0.050233722	-227.38025
-0.050233722	-227.224
-0.39753917	-227.05994
-0.39753917	-226.90369
-0.39753917	-226.74744
-0.39753917	-226.59119
-0.39753917	-226.42712
-0.39753917	-226.27087
-0.050233722	-226.724
-0.050233722	-227.16931
-0.39753917	-227.01306
-0.74484456	-226.23962
-0.39753917	-226.08337
-0.39753917	-226.52869
-0.39753917	-226.37244
-0.39753917	-226.21619
-0.050233722	-226.6615
-0.050233722	-227.11462
-0.39753917	-226.95837
-0.39753917	-226.80212
-0.74484456	-227.24744
-0.39753917	-227.09119
-0.39753917	-226.93494
-0.39753917	-226.77869
-0.050233722	-226.61462
-0.050233722	-226.45837
-0.050233722	-226.30212
-0.39753917	-226.13806
-0.39753917	-225.98181
-0.39753917	-225.82556
-0.39753917	-225.66931
-0.39753917	-226.11462
-0.39753917	-225.95837
-0.050233722	-225.80212
-0.050233722	-226.25525
-0.39753917	-226.09119
-0.39753917	-225.93494
-0.74484456	-226.38806
-0.74484456	-226.83337
-0.39753917	-227.2865
-0.39753917	-227.13025
-0.050233722	-226.974
-0.39753917	-226.80994
-0.39753917	-226.65369
-0.39753917	-226.49744
-1.0921501	-226.94275
3.4228208	-227.39587
-0.050233722	-229.06775
-0.74484456	-230.13025
-0.050233722	-218.95056
-0.050233722	-207.16931
-0.39753917	-222.30212
-0.39753917	-244.77869
-0.74484456	-234.82556
-0.39753917	-214.48181
-0.74484456	-223.49744
-0.050233722	-238.01306
-0.050233722	-226.84119
-0.050233722	-216.2865
-0.050233722	-226.52869
-0.39753917	-231.25525
-0.39753917	-223.14587
-0.39753917	-224.20837
-0.39753917	-231.38806
-0.39753917	-227.55212
-0.39753917	-223.10681
-0.050233722	-228.45056
-0.050233722	-228.89587
-0.39753917	-222.62244
-0.74484456	-224.30212
-0.74484456	-229.0365
-0.39753917	-225.80994
-0.39753917	-224.42712
-0.39753917	-227.93494
-0.050233722	-227.77087
-0.050233722	-224.55212
-0.39753917	-225.61462
-0.39753917	-227.2865
-0.74484456	-224.66931
-0.74484456	-224.51306
-0.39753917	-226.80212
-0.39753917	-226.02869
-0.050233722	-224.02869
-0.39753917	-225.70837
-0.050233722	-226.1615
-0.74484456	-224.77087
-0.74484456	-225.224
-0.39753917	-226.2865
-0.74484456	-225.51306
-0.39753917	-225.349
-0.050233722	-226.4115
-0.39753917	-226.25525
-0.050233722	-225.48181
0.99168259	-225.92712
0.64437717	-226.98962
0.99168259	-226.21619
0.29707184	-226.6615
-1.0921501	-229.55994
-0.050233722	-229.40369
-0.050233722	-227.4115
-0.050233722	-227.85681
-0.050233722	-230.14587
-0.74484456	-228.76306
-0.39753917	-224.92712
-0.74484456	-226.60681
-0.39753917	-228.89587
-0.050233722	-224.45056
-0.050233722	-221.224
-0.050233722	-225.95837
-0.39753917	-225.80212
-0.39753917	-219.52869
-0.39753917	-221.19275
-0.74484456	-224.70056
-0.39753917	-220.25525
-0.050233722	-217.63806
-0.050233722	-222.37244
-0.39753917	-221.599
-0.39753917	-217.15369
-0.74484456	-219.43494
-0.39753917	-221.724
-0.39753917	-217.89587
-0.39753917	-217.12244
-0.39753917	-220.62244
-0.050233722	-218.63025
-0.050233722	-216.02087
-0.39753917	-218.30212
-0.39753917	-218.75525
-0.39753917	-216.14587
-0.74484456	-216.599
-0.74484456	-218.26306
-0.39753917	-216.27087
-0.050233722	-215.49744
-0.39753917	-217.17712
-0.39753917	-216.39587
-0.39753917	-215.01306
-0.74484456	-216.07556
-0.74484456	-216.52087
-0.39753917	-215.13806
-0.39753917	-215.59119
-0.050233722	-216.65369
-0.39753917	-215.87244
-0.39753917	-215.71619
-0.050233722	-216.77869
-0.39753917	-216.61462
-0.74484456	-215.84119
-0.39753917	-216.29431
-0.74484456	-216.74744
-0.39753917	-215.96619
-0.39753917	-216.41931
-0.050233722	-216.87244
-0.050233722	-216.71619
-0.39753917	-217.1615
-0.74484456	-217.61462
-0.74484456	-217.45837
-0.39753917	-217.29431
-0.39753917	-217.74744
-0.050233722	-217.59119
-0.050233722	-217.43494
-0.050233722	-217.88025
-0.39753917	-218.33337
-0.39753917	-218.17712
-0.74484456	-218.63025
-0.39753917	-219.07556
-0.39753917	-218.91931
-0.39753917	-218.76306
-0.39753917	-219.20837
-0.39753917	-219.05212
-0.050233722	-218.89587
-0.39753917	-219.349
-0.39753917	-219.18494
-0.39753917	-219.02869
-0.39753917	-218.87244
-0.39753917	-218.70837
-0.39753917	-218.55212
-0.050233722	-218.39587
-0.050233722	-218.23962
-0.39753917	-218.07556
-0.39753917	-217.91931
-0.74484456	-218.37244
-0.39753917	-218.21619
-0.39753917	-218.05212
-0.050233722	-218.50525
-0.050233722	-218.95837
-0.050233722	-218.79431
-0.050233722	-218.63806
-0.74484456	-218.48181
-0.39753917	-218.32556
-0.39753917	-218.77087
-0.39753917	-218.61462
-0.39753917	-218.45837
-0.050233722	-218.30212
-0.050233722	-218.13806
-0.050233722	-217.98181
-0.39753917	-217.82556
-0.39753917	-217.6615
-0.74484456	-217.50525
-0.39753917	-217.95837
-0.39753917	-217.80212
-0.39753917	-217.63806
-0.050233722	-217.48181
-0.39753917	-217.93494
-0.39753917	-217.77087
-0.39753917	-217.61462
-0.39753917	-217.45837
-0.39753917	-217.30212
-0.050233722	-217.13806
-0.050233722	-217.59119
-0.050233722	-217.43494
-0.050233722	-217.88806
-0.050233722	-218.33337
-0.39753917	-218.17712
-0.39753917	-218.02087
-0.39753917	-217.85681
-0.39753917	-218.30994
-0.050233722	-218.76306
-0.050233722	-218.60681
-0.39753917	-217.82556
-0.39753917	-218.27869
-0.74484456	-218.73181
-0.39753917	-218.57556
-0.74484456	-218.4115
-0.74484456	-218.86462
-0.39753917	-219.31775
-0.050233722	-219.15369
-0.050233722	-218.99744
-0.050233722	-219.45056
-0.39753917	-219.29431
-0.39753917	-219.13025
-0.74484456	-218.974
-0.74484456	-219.42712
-0.39753917	-219.26306
-0.39753917	-219.10681
-0.050233722	-219.55994
-0.050233722	-219.40369
-0.050233722	-219.23962
-0.39753917	-219.69275
-0.74484456	-219.5365
-0.74484456	-219.38025
-0.39753917	-219.82556
-0.39753917	-220.27869
-0.050233722	-220.12244
-0.050233722	-219.95837
-0.39753917	-220.4115
-0.39753917	-220.25525
-0.39753917	-220.099
-0.39753917	-219.93494
-0.74484456	-220.38806
-0.39753917	-220.84119
-0.39753917	-220.68494
-0.050233722	-221.13025
3.075515	-221.58337
0.29707184	-222.0365
0.64437717	-224.92712
-0.39753917	-223.54431
-0.39753917	-206.86462
-0.39753917	-203.0365
-0.39753917	-228.55994
-0.050233722	-240.02087
-0.050233722	-218.45056
-0.050233722	-211.55212
-0.39753917	-228.52087
-0.39753917	-229.58337
-0.39753917	-215.96619
-0.39753917	-217.02087
-0.39753917	-224.20056
-0.39753917	-220.98181
-0.050233722	-218.37244
-0.050233722	-222.48962
-0.050233722	-222.33337
-0.39753917	-219.11462
-0.39753917	-220.77869
-0.39753917	-221.84119
-0.39753917	-219.849
-0.39753917	-219.07556
-0.050233722	-220.73962
-0.39753917	-221.19275
-0.050233722	-220.41931
-0.39753917	-220.26306
-0.39753917	-220.70837
-0.74484456	-220.55212
-0.74484456	-219.77869
-0.39753917	-220.224
0.29707184	-220.67712
-0.050233722	-219.90369
-0.050233722	-219.74744
-0.39753917	-220.19275
-0.39753917	-220.0365
-0.74484456	-219.26306
-0.74484456	-219.10681
-0.39753917	-219.55212
-0.050233722	-218.77869
-0.050233722	-218.62244
-0.050233722	-219.06775
-0.39753917	-218.9115
-0.39753917	-218.13806
-0.74484456	-217.98181
-0.74484456	-218.42712
-0.050233722	-218.27087
-0.050233722	-218.11462
-0.050233722	-218.55994
-0.050233722	-218.40369
-0.050233722	-218.24744
-0.050233722	-218.70056
-0.39753917	-218.5365
-0.39753917	-218.38025
-0.39753917	-218.224
-0.39753917	-218.06775
-0.050233722	-217.90369
-0.050233722	-217.74744
-0.39753917	-217.59119
-0.39753917	-217.42712
-0.39753917	-217.27087
-0.74484456	-217.11462
-0.39753917	-216.95837
-0.39753917	-216.79431
-0.050233722	-217.24744
-0.050233722	-217.09119
-0.050233722	-216.93494
-0.39753917	-216.77087
-0.39753917	-216.61462
-0.39753917	-216.45837
-0.74484456	-216.29431
-0.74484456	-216.74744
-0.39753917	-216.59119
-0.050233722	-216.43494
-0.050233722	-216.27087
-0.050233722	-216.11462
-0.050233722	-216.56775
-0.39753917	-216.40369
-0.39753917	-216.24744
-0.39753917	-216.09119
-0.39753917	-215.93494
-0.050233722	-216.38025
-0.39753917	-216.224
-0.050233722	-216.06775
-0.050233722	-215.9115
-0.39753917	-215.74744
-0.39753917	-215.59119
-0.74484456	-215.43494
-0.74484456	-215.27087
-0.39753917	-215.11462
-0.050233722	-214.95837
-0.050233722	-214.80212
-0.050233722	-214.63806
-0.39753917	-214.48181
-0.39753917	-214.93494
-0.74484456	-214.77869
-0.74484456	-214.61462
-0.39753917	-214.45837
-0.050233722	-214.30212
-0.39753917	-214.13806
-0.050233722	-213.98181
-0.050233722	-213.82556
-0.39753917	-213.66931
-0.74484456	-213.50525
-0.74484456	-213.349
-0.39753917	-213.19275
-0.39753917	-213.02869
-0.39753917	-212.87244
-0.39753917	-212.71619
-0.050233722	-212.55994
-0.39753917	-212.39587
-0.39753917	-212.23962
-0.74484456	-212.08337
-0.39753917	-211.92712
-0.050233722	-212.37244
-0.050233722	-212.82556
-0.39753917	-213.27869
-0.050233722	-213.11462
-0.39753917	-212.95837
-0.39753917	-212.80212
-0.39753917	-212.64587
-0.74484456	-212.48181
-0.050233722	-212.32556
-0.39753917	-212.16931
-0.050233722	-212.01306
-0.050233722	-211.849
-0.050233722	-211.69275
-0.39753917	-211.5365
-0.39753917	-211.98181
-0.39753917	-212.43494
-0.39753917	-212.27869
-0.050233722	-212.73181
-0.050233722	-212.56775
-0.050233722	-212.4115
-0.050233722	-212.25525
-0.74484456	-212.09119
-0.39753917	-211.93494
-0.39753917	-211.77869
-0.39753917	-212.23181
-0.39753917	-212.67712
-0.39753917	-212.52087
-0.050233722	-212.36462
-0.050233722	-212.20837
-0.39753917	-212.04431
-0.39753917	-211.88806
-0.39753917	-211.73181
-0.39753917	-211.56775
-0.39753917	-211.4115
-0.39753917	-211.86462
-0.39753917	-211.70837
-0.050233722	-211.54431
-0.39753917	-211.99744
-0.39753917	-211.84119
-0.39753917	-211.68494
-0.39753917	-212.13025
-0.39753917	-211.974
-0.39753917	-211.81775
-0.050233722	-212.26306
-0.39753917	-212.71619
-0.050233722	-212.55994
-0.39753917	-212.40369
-0.39753917	-212.23962
-0.74484456	-212.69275
-0.39753917	-212.5365
-0.39753917	-212.37244
-0.050233722	-212.82556
-0.050233722	-213.27869
-0.050233722	-213.12244
-0.39753917	-212.95837
-0.74484456	-212.80212
-0.39753917	-212.64587
-0.74484456	-212.48962
-0.39753917	-212.93494
-0.050233722	-213.38806
-0.050233722	-213.23181
-0.050233722	-213.67712
-0.39753917	-213.52087
-0.39753917	-213.974
-0.74484456	-213.81775
-0.74484456	-214.26306
-0.050233722	-214.71619
-0.050233722	-214.55994
-0.050233722	-215.01306
-0.050233722	-215.45837
-0.39753917	-215.30212
-0.39753917	-215.75525
-0.39753917	-215.59119
-0.39753917	-216.04431
-0.050233722	-216.49744
2.0335991	-216.95056
0.29707184	-217.39587
-0.39753917	-219.06775
-0.39753917	-220.74744
-1.0921501	-215.69275
-0.74484456	-214.30212
-3.1759827	-222.09119
-0.74484456	-224.38025
-0.39753917	-216.87244
0.64437717	-209.37244
-0.050233722	-203.70837
-0.39753917	-207.83337
-0.050233722	-224.18494
-0.39753917	-228.30994
-0.39753917	-211.63806
-0.74484456	-205.35681
-0.39753917	-218.65369
-0.39753917	-220.94275
-0.050233722	-206.099
-0.050233722	-204.70837
-0.39753917	-215.55994
-0.050233722	-214.17712
-0.39753917	-206.67712
-0.74484456	-210.79431
-0.39753917	-215.52869
-0.39753917	-208.63806
-0.050233722	-206.63806
-0.39753917	-213.20837
-0.39753917	-210.599
-0.39753917	-205.54431
-0.74484456	-210.27087
-0.74484456	-212.55994
-0.39753917	-207.50525
-0.39753917	-207.349
-0.050233722	-211.46619
-0.050233722	-208.85681
-0.050233722	-206.24744
-0.39753917	-209.13806
-0.39753917	-209.59119
-0.39753917	-206.37244
-0.74484456	-208.05212
-0.74484456	-210.33337
-0.050233722	-208.34119
-0.050233722	-207.56775
-0.050233722	-209.23962
-0.050233722	-208.46619
-0.39753917	-207.08337
-0.39753917	-208.76306
-0.74484456	-209.81775
-0.39753917	-208.43494
-0.39753917	-208.27869
-0.050233722	-209.34119
-0.050233722	-208.55994
-0.050233722	-208.40369
-0.39753917	-209.46619
-0.39753917	-209.30212
-0.39753917	-208.52869
-0.39753917	-209.59119
-0.39753917	-210.04431
-0.050233722	-209.26306
-0.050233722	-209.71619
-0.39753917	-210.16931
-0.39753917	-210.01306
-0.74484456	-209.849
-0.39753917	-210.30212
-0.39753917	-210.14587
-0.050233722	-209.98181
0.29707184	-210.43494
-0.050233722	-210.88806
-0.050233722	-210.73181
-0.39753917	-211.17712
-0.39753917	-211.63025
-0.39753917	-211.474
-0.39753917	-211.91931
-0.39753917	-212.37244
-0.39753917	-212.21619
-0.050233722	-212.05994
-0.39753917	-212.50525
-0.39753917	-212.349
-0.74484456	-212.19275
-0.39753917	-212.64587
-0.39753917	-213.09119
-0.050233722	-212.93494
-0.050233722	-212.77869
-0.050233722	-213.224
-0.050233722	-213.06775
-0.39753917	-212.9115
-0.39753917	-213.36462
-0.39753917	-213.20056
-0.39753917	-213.04431
-0.39753917	-213.49744
-0.39753917	-213.34119
-0.39753917	-213.17712
-0.39753917	-213.02087
-0.39753917	-212.86462
-0.39753917	-212.70056
-0.39753917	-212.54431
-0.74484456	-212.99744
-0.39753917	-212.84119
-0.050233722	-212.67712
-0.050233722	-212.52087
-0.050233722	-212.974
-0.050233722	-212.80994
-0.39753917	-212.65369
-0.74484456	-213.10681
-0.74484456	-212.95056
-0.39753917	-212.7865
-0.050233722	-213.23962
-0.050233722	-213.69275
-0.050233722	-214.14587
-0.39753917	-213.98181
-0.39753917	-214.43494
-0.74484456	-214.88806
-0.39753917	-214.724
-0.39753917	-214.56775
-0.39753917	-214.4115
-0.050233722	-214.25525
-0.050233722	-214.09119
-0.050233722	-213.93494
-0.39753917	-213.77869
-0.39753917	-213.62244
-0.74484456	-213.45837
-0.74484456	-213.30212
-0.050233722	-213.14587
-0.050233722	-212.98181
-0.050233722	-212.82556
-0.050233722	-212.66931
-0.39753917	-212.51306
-0.39753917	-212.349
-0.39753917	-212.19275
-0.39753917	-212.64587
-0.39753917	-212.48181
-0.39753917	-212.32556
-0.050233722	-212.16931
-0.050233722	-212.01306
-0.050233722	-211.849
-0.39753917	-212.30212
-0.39753917	-212.14587
-0.74484456	-211.98962
-0.39753917	-211.82556
-0.050233722	-212.27869
-0.39753917	-212.12244
-0.050233722	-211.95837
-0.050233722	-211.80212
-0.050233722	-211.64587
-0.39753917	-211.48962
-0.39753917	-211.32556
-0.39753917	-211.16931
-0.050233722	-211.01306
-0.050233722	-210.85681
-0.050233722	-210.69275
-0.050233722	-210.5365
-0.39753917	-210.38025
-0.39753917	-210.21619
-0.39753917	-210.05994
-0.39753917	-210.51306
-0.39753917	-210.96619
-0.39753917	-210.80212
-0.050233722	-211.25525
-0.050233722	-211.70837
-0.39753917	-212.1615
-0.39753917	-211.99744
-0.39753917	-211.84119
-0.74484456	-211.68494
-0.39753917	-211.52087
-0.050233722	-211.36462
-0.050233722	-211.20837
-0.050233722	-211.05212
-0.050233722	-210.88806
-0.74484456	-211.34119
-0.39753917	-211.18494
-0.74484456	-211.02087
-0.39753917	-210.86462
-0.39753917	-210.70837
-0.050233722	-211.1615
-0.050233722	-210.99744
-0.050233722	-210.224
-0.39753917	-210.06775
-0.39753917	-210.52087
-0.39753917	-210.96619
-0.74484456	-210.80994
-0.39753917	-211.26306
-0.050233722	-211.70837
-0.050233722	-211.55212
-0.050233722	-211.39587
-0.39753917	-211.23962
-0.39753917	-211.68494
-0.74484456	-211.52869
-0.39753917	-211.98181
-0.39753917	-212.43494
-0.050233722	-212.27087
-0.050233722	-212.11462
-0.050233722	-212.56775
-0.050233722	-212.40369
-0.050233722	-212.24744
-0.74484456	-212.09119
-0.39753917	-211.93494
-0.39753917	-211.77087
-0.050233722	-211.61462
-0.050233722	-211.45837
-0.050233722	-211.29431
-0.39753917	-211.13806
-0.39753917	-211.59119
-0.39753917	-211.43494
-0.74484456	-211.88025
-0.39753917	-212.33337
-0.39753917	-212.17712
-0.050233722	-212.02087
-0.050233722	-212.46619
-0.39753917	-212.91931
-2.4813719	-212.76306
-2.8286774	-213.20837
-2.8286774	-214.27087
-0.74484456	-217.16931
-0.39753917	-210.89587
0.64437717	-194.20837
-0.050233722	-200.77869
-0.39753917	-228.14587
-0.050233722	-227.37244
-0.050233722	-204.57556
-0.39753917	-207.474
-0.74484456	-223.21619
-0.39753917	-216.93494
-0.39753917	-205.76306
-0.39753917	-211.10681
-0.050233722	-215.23181
-0.050233722	-210.7865
-0.39753917	-211.23962
-0.39753917	-214.74744
-0.74484456	-212.74744
-0.39753917	-211.36462
-0.39753917	-213.65369
-0.050233722	-214.10681
-0.050233722	-211.48962
-0.050233722	-211.94275
-0.39753917	-213.62244
-0.39753917	-213.46619
-0.39753917	-212.68494
-0.74484456	-213.13806
-0.39753917	-213.59119
-0.050233722	-212.80994
-0.050233722	-212.0365
-0.050233722	-212.48962
-0.050233722	-212.94275
-0.39753917	-212.77869
-0.74484456	-213.23181
-0.39753917	-213.68494
-0.39753917	-213.52869
-0.050233722	-212.74744
-0.050233722	-213.20056
-0.050233722	-213.04431
-0.050233722	-212.26306
-0.39753917	-212.10681
-0.74484456	-212.55994
-0.39753917	-212.40369
-0.39753917	-212.23962
-0.050233722	-212.69275
-0.050233722	-212.5365
-0.050233722	-212.37244
-0.39753917	-212.21619
-0.39753917	-212.66931
-0.39753917	-212.51306
-0.39753917	-212.349
-0.39753917	-212.80212
-0.39753917	-212.64587
-0.050233722	-212.48962
-0.050233722	-212.32556
-0.050233722	-212.16931
-0.39753917	-212.01306
-0.39753917	-211.849
-0.39753917	-212.30212
-0.39753917	-212.14587
-0.050233722	-211.98962
-0.050233722	-212.43494
-0.050233722	-212.27869
-0.050233722	-212.12244
-0.39753917	-211.96619
-0.39753917	-212.4115
-0.74484456	-212.25525
-0.39753917	-212.099
-0.39753917	-212.54431
-0.050233722	-212.38806
-0.050233722	-212.23181
-0.39753917	-212.07556
-0.050233722	-211.9115
-0.39753917	-211.75525
-0.39753917	-212.20837
-0.39753917	-212.04431
-0.39753917	-212.49744
-0.39753917	-212.34119
-0.39753917	-212.18494
-0.050233722	-212.02087
-0.39753917	-211.86462
-0.39753917	-211.70837
-0.74484456	-211.55212
-0.39753917	-211.99744
-0.39753917	-212.45056
-0.39753917	-212.29431
-0.050233722	-212.13025
-0.050233722	-212.58337
-0.050233722	-213.0365
-0.050233722	-212.88025
-0.39753917	-213.32556
-0.39753917	-213.16931
-0.39753917	-213.01306
-0.050233722	-212.85681
-0.050233722	-213.30212
-0.050233722	-213.14587
-0.39753917	-212.98962
-0.39753917	-212.82556
-0.39753917	-212.66931
-0.74484456	-212.51306
-0.39753917	-212.96619
-0.050233722	-212.80212
-0.050233722	-212.64587
-0.050233722	-212.48962
-0.050233722	-212.33337
-0.39753917	-212.77869
-0.74484456	-213.23181
-0.39753917	-213.07556
-0.39753917	-212.9115
-0.39753917	-213.36462
-0.39753917	-213.81775
-0.050233722	-213.6615
-0.050233722	-213.49744
-0.39753917	-213.34119
-0.39753917	-213.18494
-0.39753917	-213.02087
-1.7867609	-212.86462
1.3389881	-213.31775
1.3389881	-213.77087
-0.050233722	-213.60681
-0.39753917	-215.89587
-0.050233722	-217.56775
-0.39753917	-215.57556
-0.74484456	-215.4115
-0.050233722	-217.70056
-0.74484456	-216.92712
-0.050233722	-213.09119
-0.050233722	-213.54431
-0.39753917	-217.05212
-0.050233722	-213.224
-0.39753917	-208.1615
-0.39753917	-211.66931
-0.74484456	-213.349
-0.39753917	-207.07556
-0.39753917	-206.9115
-0.050233722	-211.64587
-0.050233722	-208.42712
-0.050233722	-204.59119
-0.39753917	-208.71619
-0.39753917	-209.77869
-0.39753917	-204.724
-0.39753917	-205.77869
-0.39753917	-208.67712
-0.050233722	-205.45837
-0.39753917	-204.06775
-0.39753917	-207.57556
-0.39753917	-206.80212
-0.39753917	-203.58337
-0.74484456	-205.86462
-0.39753917	-206.92712
-0.050233722	-204.31775
-0.39753917	-204.77087
-0.050233722	-206.44275
-0.050233722	-205.05994
-0.050233722	-203.67712
-0.39753917	-205.349
-0.39753917	-205.19275
-0.39753917	-204.41931
-0.39753917	-205.48181
-0.050233722	-205.92712
-0.050233722	-204.54431
-0.050233722	-204.99744
-0.050233722	-206.05994
-0.74484456	-205.27869
-0.39753917	-204.50525
-0.39753917	-206.17712
-0.050233722	-206.01306
-0.050233722	-205.23962
-0.050233722	-205.69275
-0.050233722	-206.14587
-0.050233722	-205.98181
-0.39753917	-205.82556
-0.74484456	-206.27869
-0.39753917	-206.11462
-0.39753917	-205.95837
-0.39753917	-206.4115
-0.050233722	-206.25525
-0.050233722	-206.09119
-0.39753917	-206.54431
-0.39753917	-206.99744
-0.050233722	-206.84119
-0.74484456	-207.2865
-0.39753917	-207.73962
-0.39753917	-207.58337
-0.050233722	-207.41931
-0.050233722	-207.87244
-0.050233722	-207.71619
-0.39753917	-208.16931
-0.39753917	-208.61462
-0.39753917	-209.06775
-0.74484456	-208.9115
-0.39753917	-209.36462
-0.39753917	-209.80994
-0.050233722	-209.65369
-2.8286774	-210.10681
-3.523288	-211.1615
-0.74484456	-214.05994
-0.74484456	-210.84119
-0.39753917	-195.99744
-0.39753917	-195.21619
-0.050233722	-218.9115
-0.39753917	-229.15369
-0.050233722	-208.80212
-0.050233722	-200.07556
-0.050233722	-217.65369
-0.050233722	-221.1615
-0.39753917	-204.48181
-0.39753917	-203.70837
-0.39753917	-215.16931
-0.39753917	-211.95056
-0.050233722	-205.66931
-0.39753917	-211.63025
-0.050233722	-214.52869
-0.050233722	-207.63025
-0.39753917	-208.08337
-0.74484456	-213.42712
-0.39753917	-209.599
-0.39753917	-206.37244
-0.39753917	-211.10681
-0.050233722	-212.16931
-0.050233722	-207.724
-0.050233722	-208.77869
-0.39753917	-211.67712
-0.39753917	-209.06775
-0.39753917	-207.67712
-0.39753917	-209.96619
-0.39753917	-209.80994
-0.39753917	-207.20056
-0.050233722	-208.87244
-0.050233722	-210.55212
-0.050233722	-208.55994
-0.39753917	-208.39587
-0.74484456	-209.45837
-0.39753917	-208.68494
-0.39753917	-207.30212
-0.39753917	-208.35681
-0.050233722	-208.20056
-0.050233722	-207.42712
-0.050233722	-207.88025
-0.39753917	-208.32556
-0.39753917	-207.55212
-0.74484456	-207.39587
-0.39753917	-207.84119
-0.39753917	-207.06775
-0.050233722	-206.29431
-0.050233722	-206.74744
-0.050233722	-206.58337
-0.050233722	-206.42712
-0.39753917	-206.27087
-0.39753917	-206.724
-0.39753917	-206.55994
-0.39753917	-206.40369
-0.050233722	-206.24744
-0.39753917	-206.08337
-0.050233722	-205.92712
-0.050233722	-206.38025
-0.39753917	-206.224
-0.39753917	-206.05994
-0.39753917	-206.51306
-0.39753917	-206.35681
-0.39753917	-206.20056
-0.39753917	-206.0365
-0.050233722	-205.88025
-0.050233722	-206.33337
-0.050233722	-206.77869
-0.74484456	-207.23181
-0.39753917	-207.07556
-0.39753917	-206.91931
-0.39753917	-206.75525
-0.050233722	-206.599
-0.050233722	-206.44275
-0.050233722	-206.27869
-0.39753917	-206.12244
-0.050233722	-205.96619
-0.39753917	-205.80994
-0.39753917	-205.64587
-0.39753917	-205.48962
-0.39753917	-205.94275
-0.050233722	-206.39587
-0.050233722	-206.84119
-0.050233722	-206.68494
-0.050233722	-206.52869
-0.39753917	-206.36462
-0.74484456	-206.20837
-0.74484456	-206.05212
-0.050233722	-206.50525
-0.39753917	-206.34119
-0.39753917	-206.18494
-0.050233722	-206.02869
-0.050233722	-206.48181
-0.39753917	-206.92712
-0.39753917	-207.38025
-0.39753917	-207.224
-0.39753917	-207.05994
-0.050233722	-207.51306
-0.050233722	-207.35681
-0.050233722	-207.20056
-0.050233722	-207.0365
-0.050233722	-207.48962
-0.39753917	-207.33337
-0.39753917	-207.16931
-0.39753917	-207.01306
-0.050233722	-207.46619
-0.050233722	-207.30994
-0.050233722	-207.14587
-0.050233722	-206.98962
-0.39753917	-206.83337
-0.39753917	-206.67712
-0.39753917	-206.51306
-0.39753917	-206.35681
-0.39753917	-206.20056
-0.050233722	-206.64587
-0.050233722	-207.099
-0.050233722	-206.94275
-0.050233722	-206.7865
-0.39753917	-206.62244
-0.74484456	-207.07556
-0.39753917	-206.91931
-0.39753917	-206.76306
-0.050233722	-206.599
-0.050233722	-206.44275
-0.050233722	-206.2865
-0.050233722	-206.73181
-0.39753917	-206.57556
-0.050233722	-206.41931
-0.39753917	-206.26306
-0.74484456	-206.099
-0.050233722	-205.94275
-0.050233722	-205.7865
-0.39753917	-206.23181
